# M = 2.000, Z =  0.014, Y =  0.280, Set 0																													
# Surface normalized number abundances																													
Isotope	A	Z	N	Initial	TP #1	TP #2	TP #3	TP #4	TP #5	TP #6	TP #7	TP #8	TP #9	TP #10	TP #11	TP #12	TP #13	TP #14	TP #15	TP #16	TP #17	TP #18	TP #19	TP #20	TP #21	TP #22	TP #23	TP #24	Final
sr87	87	38	49	3.42E-11	3.51E-11	3.51E-11	3.51E-11	3.51E-11	3.51E-11	3.51E-11	3.51E-11	3.51E-11	3.51E-11	3.51E-11	3.51E-11	3.51E-11	3.51E-11	3.51E-11	3.51E-11	3.51E-11	3.51E-11	3.90E-11	5.20E-11	7.70E-11	1.13E-10	1.61E-10	2.19E-10	2.87E-10	3.52E-10
sr88	88	38	50	4.49E-10	4.49E-10	4.49E-10	4.49E-10	4.49E-10	4.49E-10	4.49E-10	4.49E-10	4.49E-10	4.49E-10	4.49E-10	4.49E-10	4.49E-10	4.49E-10	4.49E-10	4.49E-10	4.49E-10	4.49E-10	5.21E-10	7.55E-10	1.19E-09	1.81E-09	2.64E-09	3.64E-09	4.77E-09	5.85E-09
sr89	89	38	51	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00
sr90	90	38	52	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	2.06E-32
y89	89	39	50	1.06E-10	1.06E-10	1.06E-10	1.06E-10	1.06E-10	1.06E-10	1.06E-10	1.06E-10	1.06E-10	1.06E-10	1.06E-10	1.06E-10	1.06E-10	1.06E-10	1.06E-10	1.06E-10	1.06E-10	1.06E-10	1.25E-10	1.85E-10	2.97E-10	4.59E-10	6.71E-10	9.31E-10	1.22E-09	1.50E-09
y90	90	39	51	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	5.21E-36
y91	91	39	52	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00
zr90	90	40	50	1.25E-10	1.25E-10	1.25E-10	1.25E-10	1.25E-10	1.25E-10	1.25E-10	1.25E-10	1.25E-10	1.25E-10	1.25E-10	1.25E-10	1.25E-10	1.25E-10	1.25E-10	1.25E-10	1.25E-10	1.25E-10	1.48E-10	2.24E-10	3.62E-10	5.62E-10	8.22E-10	1.14E-09	1.48E-09	1.81E-09
zr91	91	40	51	2.72E-11	2.72E-11	2.72E-11	2.72E-11	2.72E-11	2.72E-11	2.72E-11	2.72E-11	2.72E-11	2.72E-11	2.72E-11	2.72E-11	2.72E-11	2.72E-11	2.72E-11	2.72E-11	2.72E-11	2.72E-11	3.23E-11	4.91E-11	7.98E-11	1.25E-10	1.84E-10	2.56E-10	3.35E-10	4.12E-10
zr92	92	40	52	4.16E-11	4.16E-11	4.16E-11	4.16E-11	4.16E-11	4.16E-11	4.16E-11	4.16E-11	4.16E-11	4.16E-11	4.16E-11	4.16E-11	4.16E-11	4.16E-11	4.16E-11	4.16E-11	4.16E-11	4.16E-11	4.99E-11	7.75E-11	1.27E-10	2.00E-10	2.94E-10	4.08E-10	5.33E-10	6.53E-10
zr93	93	40	53	0.00E+00	1.57E-31	1.55E-31	1.65E-31	1.57E-31	1.49E-31	1.65E-31	1.53E-31	1.42E-31	1.35E-31	1.29E-31	5.34E-31	1.76E-30	1.70E-30	2.12E-30	1.30E-29	5.68E-28	1.21E-16	2.77E-12	1.17E-11	2.76E-11	5.03E-11	7.93E-11	1.14E-10	1.52E-10	1.86E-10
zr94	94	40	54	4.21E-11	4.21E-11	4.21E-11	4.21E-11	4.21E-11	4.21E-11	4.21E-11	4.21E-11	4.21E-11	4.21E-11	4.21E-11	4.21E-11	4.21E-11	4.21E-11	4.21E-11	4.21E-11	4.21E-11	4.21E-11	5.44E-11	9.63E-11	1.71E-10	2.79E-10	4.18E-10	5.83E-10	7.61E-10	9.31E-10
zr95	95	40	55	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00
zr96	96	40	56	6.79E-12	6.79E-12	6.79E-12	6.79E-12	6.79E-12	6.79E-12	6.79E-12	6.79E-12	6.79E-12	6.79E-12	6.79E-12	6.79E-12	6.79E-12	6.79E-12	6.79E-12	6.79E-12	6.79E-12	6.79E-12	6.87E-12	7.00E-12	7.16E-12	7.36E-12	7.64E-12	8.06E-12	8.66E-12	9.34E-12
nb93	93	41	52	1.84E-11	1.84E-11	1.84E-11	1.84E-11	1.84E-11	1.84E-11	1.84E-11	1.84E-11	1.84E-11	1.84E-11	1.84E-11	1.84E-11	1.84E-11	1.84E-11	1.84E-11	1.84E-11	1.84E-11	1.84E-11	1.85E-11	1.90E-11	2.02E-11	2.23E-11	2.54E-11	2.96E-11	3.48E-11	4.08E-11
nb94	94	41	53	0.00E+00	0.00E+00	8.23E-37	4.52E-36	6.83E-36	3.50E-36	5.33E-34	7.94E-36	1.11E-35	3.20E-35	8.69E-35	1.15E-32	4.43E-32	2.33E-33	2.89E-32	7.89E-31	5.11E-29	2.75E-18	6.45E-17	2.25E-15	6.92E-15	1.26E-14	1.90E-14	2.43E-14	2.83E-14	2.79E-14
nb95	95	41	54	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00
mo94	94	42	52	5.70E-12	5.70E-12	5.70E-12	5.70E-12	5.70E-12	5.70E-12	5.70E-12	5.70E-12	5.70E-12	5.70E-12	5.70E-12	5.70E-12	5.70E-12	5.70E-12	5.70E-12	5.70E-12	5.70E-12	5.70E-12	5.70E-12	5.74E-12	5.88E-12	6.12E-12	6.47E-12	6.88E-12	7.29E-12	7.65E-12
mo95	95	42	53	9.87E-12	9.87E-12	9.87E-12	9.87E-12	9.87E-12	9.87E-12	9.87E-12	9.87E-12	9.87E-12	9.87E-12	9.87E-12	9.87E-12	9.87E-12	9.87E-12	9.87E-12	9.87E-12	9.87E-12	9.87E-12	1.12E-11	1.53E-11	2.29E-11	3.40E-11	4.85E-11	6.62E-11	8.57E-11	1.05E-10
mo96	96	42	54	1.04E-11	1.04E-11	1.04E-11	1.04E-11	1.04E-11	1.04E-11	1.04E-11	1.04E-11	1.04E-11	1.04E-11	1.04E-11	1.04E-11	1.04E-11	1.04E-11	1.04E-11	1.04E-11	1.04E-11	1.04E-11	1.30E-11	2.20E-11	3.81E-11	6.16E-11	9.19E-11	1.28E-10	1.68E-10	2.05E-10
mo97	97	42	55	5.98E-12	5.98E-12	5.98E-12	5.98E-12	5.98E-12	5.98E-12	5.98E-12	5.98E-12	5.98E-12	5.98E-12	5.98E-12	5.98E-12	5.98E-12	5.98E-12	5.98E-12	5.98E-12	5.98E-12	5.98E-12	6.87E-12	9.94E-12	1.54E-11	2.33E-11	3.35E-11	4.55E-11	5.86E-11	7.09E-11
mo98	98	42	56	1.52E-11	1.52E-11	1.52E-11	1.52E-11	1.52E-11	1.52E-11	1.52E-11	1.52E-11	1.52E-11	1.52E-11	1.52E-11	1.52E-11	1.52E-11	1.52E-11	1.52E-11	1.52E-11	1.52E-11	1.52E-11	1.85E-11	2.97E-11	4.97E-11	7.86E-11	1.15E-10	1.59E-10	2.07E-10	2.52E-10
tc99	99	43	56	0.00E+00	1.76E-36	3.85E-36	3.62E-35	1.64E-34	2.82E-34	1.20E-32	7.41E-33	4.78E-33	3.78E-33	4.39E-33	2.26E-31	8.39E-31	5.76E-31	6.82E-31	6.86E-30	3.38E-28	3.31E-17	3.14E-13	1.31E-12	2.91E-12	5.05E-12	7.55E-12	1.03E-11	1.30E-11	1.49E-11
ru99	99	44	55	5.25E-12	5.25E-12	5.25E-12	5.25E-12	5.25E-12	5.25E-12	5.25E-12	5.25E-12	5.25E-12	5.25E-12	5.25E-12	5.25E-12	5.25E-12	5.25E-12	5.25E-12	5.25E-12	5.25E-12	5.25E-12	5.36E-12	5.81E-12	6.78E-12	8.37E-12	1.06E-11	1.35E-11	1.68E-11	2.06E-11
ru100	100	44	56	5.19E-12	5.19E-12	5.19E-12	5.19E-12	5.19E-12	5.19E-12	5.19E-12	5.19E-12	5.19E-12	5.19E-12	5.19E-12	5.19E-12	5.19E-12	5.19E-12	5.19E-12	5.19E-12	5.19E-12	5.19E-12	6.81E-12	1.24E-11	2.23E-11	3.66E-11	5.48E-11	7.65E-11	9.98E-11	1.22E-10
ru101	101	44	57	7.02E-12	7.02E-12	7.02E-12	7.02E-12	7.02E-12	7.02E-12	7.02E-12	7.02E-12	7.02E-12	7.02E-12	7.02E-12	7.02E-12	7.02E-12	7.02E-12	7.02E-12	7.02E-12	7.02E-12	7.02E-12	7.37E-12	8.56E-12	1.07E-11	1.37E-11	1.76E-11	2.22E-11	2.72E-11	3.19E-11
ru102	102	44	58	1.30E-11	1.30E-11	1.30E-11	1.30E-11	1.30E-11	1.30E-11	1.30E-11	1.30E-11	1.30E-11	1.30E-11	1.30E-11	1.30E-11	1.30E-11	1.30E-11	1.30E-11	1.30E-11	1.30E-11	1.30E-11	1.51E-11	2.24E-11	3.54E-11	5.42E-11	7.82E-11	1.07E-10	1.38E-10	1.67E-10
rh103	103	45	58	8.21E-12	8.21E-12	8.21E-12	8.21E-12	8.21E-12	8.21E-12	8.21E-12	8.21E-12	8.21E-12	8.21E-12	8.21E-12	8.21E-12	8.21E-12	8.21E-12	8.21E-12	8.21E-12	8.21E-12	8.21E-12	8.58E-12	9.80E-12	1.20E-11	1.51E-11	1.91E-11	2.38E-11	2.89E-11	3.37E-11
pd104	104	46	58	3.56E-12	3.56E-12	3.56E-12	3.56E-12	3.56E-12	3.56E-12	3.56E-12	3.56E-12	3.56E-12	3.56E-12	3.56E-12	3.56E-12	3.56E-12	3.56E-12	3.56E-12	3.56E-12	3.56E-12	3.56E-12	4.76E-12	8.85E-12	1.61E-11	2.65E-11	3.98E-11	5.55E-11	7.24E-11	8.84E-11
pd105	105	46	59	7.14E-12	7.14E-12	7.14E-12	7.14E-12	7.14E-12	7.14E-12	7.14E-12	7.14E-12	7.14E-12	7.14E-12	7.14E-12	7.14E-12	7.14E-12	7.14E-12	7.14E-12	7.14E-12	7.14E-12	7.14E-12	7.44E-12	8.47E-12	1.03E-11	1.29E-11	1.62E-11	2.01E-11	2.44E-11	2.83E-11
pd106	106	46	60	8.73E-12	8.73E-12	8.73E-12	8.73E-12	8.73E-12	8.73E-12	8.73E-12	8.73E-12	8.73E-12	8.73E-12	8.73E-12	8.73E-12	8.73E-12	8.73E-12	8.73E-12	8.73E-12	8.73E-12	8.73E-12	1.01E-11	1.47E-11	2.30E-11	3.48E-11	4.99E-11	6.78E-11	8.72E-11	1.05E-10
pd107	107	46	61	0.00E+00	2.75E-29	2.75E-29	2.81E-29	2.77E-29	2.74E-29	2.70E-29	2.63E-29	2.56E-29	2.52E-29	2.46E-29	2.40E-29	2.45E-29	2.41E-29	2.42E-29	3.59E-29	6.61E-28	5.98E-17	2.67E-13	1.16E-12	2.75E-12	5.02E-12	7.90E-12	1.13E-11	1.50E-11	1.84E-11
pd108	108	46	62	8.46E-12	8.46E-12	8.46E-12	8.46E-12	8.46E-12	8.46E-12	8.46E-12	8.46E-12	8.46E-12	8.46E-12	8.46E-12	8.46E-12	8.46E-12	8.46E-12	8.46E-12	8.46E-12	8.46E-12	8.46E-12	1.02E-11	1.59E-11	2.60E-11	4.06E-11	5.92E-11	8.12E-11	1.05E-10	1.28E-10
ag107	107	47	60	5.88E-12	5.88E-12	5.88E-12	5.88E-12	5.88E-12	5.88E-12	5.88E-12	5.88E-12	5.88E-12	5.88E-12	5.88E-12	5.88E-12	5.88E-12	5.88E-12	5.88E-12	5.88E-12	5.88E-12	5.88E-12	5.88E-12	5.88E-12	5.90E-12	5.93E-12	5.99E-12	6.06E-12	6.15E-12	6.27E-12
ag108	108	47	61	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00
ag109	109	47	62	5.46E-12	5.46E-12	5.46E-12	5.46E-12	5.46E-12	5.46E-12	5.46E-12	5.46E-12	5.46E-12	5.46E-12	5.46E-12	5.46E-12	5.46E-12	5.46E-12	5.46E-12	5.46E-12	5.46E-12	5.46E-12	5.89E-12	7.35E-12	9.89E-12	1.36E-11	1.82E-11	2.36E-11	2.95E-11	3.50E-11
cd108	108	48	60	3.27E-13	3.27E-13	3.27E-13	3.27E-13	3.27E-13	3.27E-13	3.27E-13	3.27E-13	3.27E-13	3.27E-13	3.27E-13	3.27E-13	3.27E-13	3.27E-13	3.27E-13	3.27E-13	3.27E-13	3.27E-13	3.27E-13	3.31E-13	3.40E-13	3.53E-13	3.71E-13	3.90E-13	4.09E-13	4.26E-13
cd109	109	48	61	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00
cd110	110	48	62	4.58E-12	4.58E-12	4.58E-12	4.58E-12	4.58E-12	4.58E-12	4.58E-12	4.58E-12	4.58E-12	4.58E-12	4.58E-12	4.58E-12	4.58E-12	4.58E-12	4.58E-12	4.58E-12	4.58E-12	4.58E-12	6.02E-12	1.09E-11	1.95E-11	3.19E-11	4.77E-11	6.64E-11	8.66E-11	1.06E-10
cd111	111	48	63	4.70E-12	4.70E-12	4.70E-12	4.70E-12	4.70E-12	4.70E-12	4.70E-12	4.70E-12	4.70E-12	4.70E-12	4.70E-12	4.70E-12	4.70E-12	4.70E-12	4.70E-12	4.70E-12	4.70E-12	4.70E-12	5.17E-12	6.78E-12	9.61E-12	1.37E-11	1.88E-11	2.49E-11	3.15E-11	3.77E-11
cd112	112	48	64	8.85E-12	8.85E-12	8.85E-12	8.85E-12	8.85E-12	8.85E-12	8.85E-12	8.85E-12	8.85E-12	8.85E-12	8.85E-12	8.85E-12	8.85E-12	8.85E-12	8.85E-12	8.85E-12	8.85E-12	8.85E-12	1.06E-11	1.64E-11	2.68E-11	4.18E-11	6.09E-11	8.35E-11	1.08E-10	1.31E-10
cd113	113	48	65	4.48E-12	4.48E-12	4.48E-12	4.48E-12	4.48E-12	4.48E-12	4.48E-12	4.48E-12	4.48E-12	4.48E-12	4.48E-12	4.48E-12	4.48E-12	4.48E-12	4.48E-12	4.48E-12	4.48E-12	4.48E-12	5.00E-12	6.72E-12	9.76E-12	1.41E-11	1.97E-11	2.62E-11	3.33E-11	4.00E-11
cd114	114	48	66	1.05E-11	1.05E-11	1.05E-11	1.05E-11	1.05E-11	1.05E-11	1.05E-11	1.05E-11	1.05E-11	1.05E-11	1.05E-11	1.05E-11	1.05E-11	1.05E-11	1.05E-11	1.05E-11	1.05E-11	1.05E-11	1.30E-11	2.13E-11	3.60E-11	5.71E-11	8.39E-11	1.16E-10	1.50E-10	1.82E-10
in115	115	49	66	3.94E-12	3.94E-12	3.94E-12	3.94E-12	3.94E-12	3.94E-12	3.94E-12	3.94E-12	3.94E-12	3.94E-12	3.94E-12	3.94E-12	3.94E-12	3.94E-12	3.94E-12	3.94E-12	3.94E-12	3.94E-12	4.42E-12	6.03E-12	8.84E-12	1.29E-11	1.80E-11	2.40E-11	3.05E-11	3.66E-11
sn116	116	50	66	1.22E-11	1.22E-11	1.22E-11	1.22E-11	1.22E-11	1.22E-11	1.22E-11	1.22E-11	1.22E-11	1.22E-11	1.22E-11	1.22E-11	1.22E-11	1.22E-11	1.22E-11	1.22E-11	1.22E-11	1.22E-11	1.57E-11	2.74E-11	4.78E-11	7.71E-11	1.14E-10	1.58E-10	2.05E-10	2.49E-10
sn117	117	50	67	6.46E-12	6.46E-12	6.46E-12	6.46E-12	6.46E-12	6.46E-12	6.46E-12	6.46E-12	6.46E-12	6.46E-12	6.46E-12	6.46E-12	6.46E-12	6.46E-12	6.46E-12	6.46E-12	6.46E-12	6.46E-12	7.49E-12	1.10E-11	1.71E-11	2.58E-11	3.67E-11	4.95E-11	6.33E-11	7.62E-11
sn118	118	50	68	1.95E-11	1.95E-11	1.95E-11	1.95E-11	1.95E-11	1.95E-11	1.95E-11	1.95E-11	1.95E-11	1.95E-11	1.95E-11	1.95E-11	1.95E-11	1.95E-11	1.95E-11	1.95E-11	1.95E-11	1.95E-11	2.41E-11	3.94E-11	6.62E-11	1.05E-10	1.53E-10	2.10E-10	2.72E-10	3.30E-10
sn119	119	50	69	7.22E-12	7.22E-12	7.22E-12	7.22E-12	7.22E-12	7.22E-12	7.22E-12	7.22E-12	7.22E-12	7.22E-12	7.22E-12	7.22E-12	7.22E-12	7.22E-12	7.22E-12	7.22E-12	7.22E-12	7.22E-12	8.64E-12	1.33E-11	2.15E-11	3.31E-11	4.76E-11	6.44E-11	8.26E-11	9.96E-11
sn120	120	50	70	2.74E-11	2.74E-11	2.74E-11	2.74E-11	2.74E-11	2.74E-11	2.74E-11	2.74E-11	2.74E-11	2.74E-11	2.74E-11	2.74E-11	2.74E-11	2.74E-11	2.74E-11	2.74E-11	2.74E-11	2.74E-11	3.51E-11	6.00E-11	1.03E-10	1.65E-10	2.42E-10	3.31E-10	4.28E-10	5.18E-10
sb121	121	51	70	4.19E-12	4.19E-12	4.19E-12	4.19E-12	4.19E-12	4.19E-12	4.19E-12	4.19E-12	4.19E-12	4.19E-12	4.19E-12	4.19E-12	4.19E-12	4.19E-12	4.19E-12	4.19E-12	4.19E-12	4.19E-12	4.76E-12	6.64E-12	9.87E-12	1.44E-11	2.00E-11	2.65E-11	3.35E-11	3.99E-11
te122	122	52	70	2.76E-12	2.76E-12	2.76E-12	2.76E-12	2.76E-12	2.76E-12	2.76E-12	2.76E-12	2.76E-12	2.76E-12	2.76E-12	2.76E-12	2.76E-12	2.76E-12	2.76E-12	2.76E-12	2.76E-12	2.76E-12	3.77E-12	7.11E-12	1.29E-11	2.11E-11	3.12E-11	4.28E-11	5.53E-11	6.69E-11
te123	123	52	71	9.64E-13	9.64E-13	9.64E-13	9.64E-13	9.64E-13	9.64E-13	9.64E-13	9.64E-13	9.64E-13	9.64E-13	9.64E-13	9.64E-13	9.64E-13	9.64E-13	9.64E-13	9.64E-13	9.64E-13	9.64E-13	1.34E-12	2.56E-12	4.69E-12	7.69E-12	1.14E-11	1.57E-11	2.03E-11	2.45E-11
te124	124	52	72	5.13E-12	5.13E-12	5.13E-12	5.13E-12	5.13E-12	5.13E-12	5.13E-12	5.13E-12	5.13E-12	5.13E-12	5.13E-12	5.13E-12	5.13E-12	5.13E-12	5.13E-12	5.13E-12	5.13E-12	5.13E-12	7.08E-12	1.34E-11	2.43E-11	3.97E-11	5.89E-11	8.10E-11	1.05E-10	1.27E-10
te125	125	52	73	7.66E-12	7.66E-12	7.66E-12	7.66E-12	7.66E-12	7.66E-12	7.66E-12	7.66E-12	7.66E-12	7.66E-12	7.66E-12	7.66E-12	7.66E-12	7.66E-12	7.66E-12	7.66E-12	7.66E-12	7.66E-12	8.32E-12	1.05E-11	1.41E-11	1.94E-11	2.58E-11	3.32E-11	4.12E-11	4.86E-11
te126	126	52	74	2.04E-11	2.04E-11	2.04E-11	2.04E-11	2.04E-11	2.04E-11	2.04E-11	2.04E-11	2.04E-11	2.04E-11	2.04E-11	2.04E-11	2.04E-11	2.04E-11	2.04E-11	2.04E-11	2.04E-11	2.04E-11	2.40E-11	3.55E-11	5.54E-11	8.36E-11	1.18E-10	1.59E-10	2.02E-10	2.42E-10
i127	127	53	74	2.54E-11	2.54E-11	2.54E-11	2.54E-11	2.54E-11	2.54E-11	2.54E-11	2.54E-11	2.54E-11	2.54E-11	2.54E-11	2.54E-11	2.54E-11	2.54E-11	2.54E-11	2.54E-11	2.54E-11	2.54E-11	2.58E-11	2.73E-11	2.99E-11	3.36E-11	3.80E-11	4.32E-11	4.88E-11	5.39E-11
i128	128	53	75	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00
i129	129	53	76	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.53E-20	2.10E-16	5.33E-16	1.21E-15	2.31E-15	4.25E-15	7.28E-15	1.15E-14	1.62E-14
xe128	128	54	74	2.72E-12	2.72E-12	2.72E-12	2.72E-12	2.72E-12	2.72E-12	2.72E-12	2.72E-12	2.72E-12	2.72E-12	2.72E-12	2.72E-12	2.72E-12	2.72E-12	2.72E-12	2.72E-12	2.72E-12	2.72E-12	3.89E-12	7.63E-12	1.41E-11	2.32E-11	3.43E-11	4.71E-11	6.08E-11	7.35E-11
xe129	129	54	75	3.39E-11	3.39E-11	3.39E-11	3.39E-11	3.39E-11	3.39E-11	3.39E-11	3.39E-11	3.39E-11	3.39E-11	3.39E-11	3.39E-11	3.39E-11	3.39E-11	3.39E-11	3.39E-11	3.39E-11	3.39E-11	3.43E-11	3.58E-11	3.83E-11	4.18E-11	4.61E-11	5.11E-11	5.63E-11	6.12E-11
xe130	130	54	76	5.44E-12	5.44E-12	5.44E-12	5.44E-12	5.44E-12	5.44E-12	5.44E-12	5.44E-12	5.44E-12	5.44E-12	5.44E-12	5.44E-12	5.44E-12	5.44E-12	5.44E-12	5.44E-12	5.44E-12	5.44E-12	7.90E-12	1.57E-11	2.90E-11	4.78E-11	7.08E-11	9.71E-11	1.25E-10	1.51E-10
xe131	131	54	77	2.70E-11	2.70E-11	2.70E-11	2.70E-11	2.70E-11	2.70E-11	2.70E-11	2.70E-11	2.70E-11	2.70E-11	2.70E-11	2.70E-11	2.70E-11	2.70E-11	2.70E-11	2.70E-11	2.70E-11	2.70E-11	2.79E-11	3.07E-11	3.55E-11	4.24E-11	5.08E-11	6.05E-11	7.10E-11	8.07E-11
xe132	132	54	78	3.30E-11	3.30E-11	3.30E-11	3.30E-11	3.30E-11	3.30E-11	3.30E-11	3.30E-11	3.30E-11	3.30E-11	3.30E-11	3.30E-11	3.30E-11	3.30E-11	3.30E-11	3.30E-11	3.30E-11	3.30E-11	3.77E-11	5.22E-11	7.71E-11	1.12E-10	1.54E-10	2.03E-10	2.55E-10	3.03E-10
xe133	133	54	79	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00
xe134	134	54	80	1.22E-11	1.22E-11	1.22E-11	1.22E-11	1.22E-11	1.22E-11	1.22E-11	1.22E-11	1.22E-11	1.22E-11	1.22E-11	1.22E-11	1.22E-11	1.22E-11	1.22E-11	1.22E-11	1.22E-11	1.22E-11	1.22E-11	1.22E-11	1.22E-11	1.23E-11	1.23E-11	1.24E-11	1.26E-11	1.28E-11
cs133	133	55	78	8.60E-12	8.60E-12	8.60E-12	8.60E-12	8.60E-12	8.60E-12	8.60E-12	8.60E-12	8.60E-12	8.60E-12	8.60E-12	8.60E-12	8.60E-12	8.60E-12	8.60E-12	8.60E-12	8.60E-12	8.60E-12	9.21E-12	1.11E-11	1.43E-11	1.88E-11	2.42E-11	3.05E-11	3.73E-11	4.36E-11
cs134	134	55	79	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00
cs135	135	55	80	0.00E+00	6.30E-32	6.25E-32	6.44E-32	6.23E-32	5.99E-32	5.89E-32	5.58E-32	5.28E-32	5.06E-32	4.83E-32	8.62E-32	2.08E-31	2.03E-31	2.43E-31	1.33E-30	5.89E-29	3.94E-17	5.95E-13	1.49E-12	2.86E-12	4.82E-12	7.75E-12	1.17E-11	1.67E-11	2.17E-11
cs136	136	55	81	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00
cs137	137	55	82	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	9.26E-38
ba134	134	56	78	2.62E-12	2.62E-12	2.62E-12	2.62E-12	2.62E-12	2.62E-12	2.62E-12	2.62E-12	2.62E-12	2.62E-12	2.62E-12	2.62E-12	2.62E-12	2.62E-12	2.62E-12	2.62E-12	2.62E-12	2.62E-12	4.05E-12	9.25E-12	1.82E-11	3.06E-11	4.52E-11	6.11E-11	7.76E-11	9.22E-11
ba135	135	56	79	7.14E-12	7.14E-12	7.14E-12	7.14E-12	7.14E-12	7.14E-12	7.14E-12	7.14E-12	7.14E-12	7.14E-12	7.14E-12	7.14E-12	7.14E-12	7.14E-12	7.14E-12	7.14E-12	7.14E-12	7.14E-12	7.62E-12	9.45E-12	1.27E-11	1.72E-11	2.26E-11	2.85E-11	3.47E-11	4.02E-11
