# M = 2.000, Z =  0.014, Y =  0.280, Set 2																													
# Surface normalized number abundances																													
Isotope	A	Z	N	Initial	TP #1	TP #2	TP #3	TP #4	TP #5	TP #6	TP #7	TP #8	TP #9	TP #10	TP #11	TP #12	TP #13	TP #14	TP #15	TP #16	TP #17	TP #18	TP #19	TP #20	TP #21	TP #22	TP #23	TP #24	Final
ca46	46	20	26	5.58E-11	5.58E-11	5.58E-11	5.58E-11	5.58E-11	5.58E-11	5.58E-11	5.58E-11	5.58E-11	5.58E-11	5.58E-11	5.58E-11	5.58E-11	5.58E-11	5.58E-11	5.58E-11	5.58E-11	5.58E-11	5.86E-11	6.59E-11	7.95E-11	9.91E-11	1.24E-10	1.53E-10	1.86E-10	2.17E-10
ca47	47	20	27	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00
ca48	48	20	28	2.61E-09	2.61E-09	2.61E-09	2.61E-09	2.61E-09	2.61E-09	2.61E-09	2.61E-09	2.61E-09	2.61E-09	2.61E-09	2.61E-09	2.61E-09	2.61E-09	2.61E-09	2.61E-09	2.61E-09	2.61E-09	2.61E-09	2.61E-09	2.61E-09	2.61E-09	2.61E-09	2.61E-09	2.61E-09	2.61E-09
sc45	45	21	24	8.03E-10	8.03E-10	8.03E-10	8.03E-10	8.03E-10	8.03E-10	8.03E-10	8.03E-10	8.03E-10	8.03E-10	8.03E-10	8.03E-10	8.03E-10	8.03E-10	8.03E-10	8.03E-10	8.03E-10	8.03E-10	8.04E-10	8.06E-10	8.10E-10	8.16E-10	8.24E-10	8.33E-10	8.44E-10	8.55E-10
sc46	46	21	25	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00
sc47	47	21	26	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00
sc48	48	21	27	4.75E-31	4.75E-31	4.75E-31	4.75E-31	4.75E-31	4.75E-31	4.75E-31	4.75E-31	4.75E-31	4.75E-31	4.75E-31	4.75E-31	4.75E-31	4.75E-31	4.75E-31	4.75E-31	4.75E-31	4.75E-31	4.75E-31	4.75E-31	4.75E-31	4.75E-31	4.74E-31	4.74E-31	4.74E-31	4.74E-31
ti46	46	22	24	4.80E-09	4.80E-09	4.80E-09	4.80E-09	4.80E-09	4.80E-09	4.80E-09	4.80E-09	4.80E-09	4.80E-09	4.80E-09	4.80E-09	4.80E-09	4.80E-09	4.80E-09	4.80E-09	4.80E-09	4.80E-09	4.80E-09	4.80E-09	4.80E-09	4.81E-09	4.81E-09	4.82E-09	4.82E-09	4.83E-09
ti47	47	22	25	4.33E-09	4.33E-09	4.33E-09	4.33E-09	4.33E-09	4.33E-09	4.33E-09	4.33E-09	4.33E-09	4.33E-09	4.33E-09	4.33E-09	4.33E-09	4.33E-09	4.33E-09	4.33E-09	4.33E-09	4.33E-09	4.33E-09	4.33E-09	4.33E-09	4.33E-09	4.32E-09	4.32E-09	4.32E-09	4.32E-09
ti48	48	22	26	4.29E-08	4.29E-08	4.29E-08	4.29E-08	4.29E-08	4.29E-08	4.29E-08	4.29E-08	4.29E-08	4.29E-08	4.29E-08	4.29E-08	4.29E-08	4.29E-08	4.29E-08	4.29E-08	4.29E-08	4.29E-08	4.29E-08	4.29E-08	4.28E-08	4.28E-08	4.28E-08	4.28E-08	4.27E-08	4.27E-08
ti49	49	22	27	3.15E-09	3.15E-09	3.15E-09	3.15E-09	3.15E-09	3.15E-09	3.15E-09	3.15E-09	3.15E-09	3.15E-09	3.15E-09	3.15E-09	3.15E-09	3.15E-09	3.15E-09	3.15E-09	3.15E-09	3.15E-09	3.15E-09	3.16E-09	3.18E-09	3.19E-09	3.22E-09	3.25E-09	3.29E-09	3.32E-09
ti50	50	22	28	3.01E-09	3.01E-09	3.01E-09	3.01E-09	3.01E-09	3.01E-09	3.01E-09	3.01E-09	3.01E-09	3.01E-09	3.01E-09	3.01E-09	3.01E-09	3.01E-09	3.01E-09	3.01E-09	3.01E-09	3.01E-09	3.02E-09	3.04E-09	3.08E-09	3.14E-09	3.21E-09	3.30E-09	3.39E-09	3.48E-09
v51	51	23	28	6.51E-09	6.51E-09	6.51E-09	6.51E-09	6.51E-09	6.51E-09	6.51E-09	6.51E-09	6.51E-09	6.51E-09	6.51E-09	6.51E-09	6.51E-09	6.51E-09	6.51E-09	6.51E-09	6.51E-09	6.51E-09	6.51E-09	6.51E-09	6.50E-09	6.50E-09	6.50E-09	6.49E-09	6.48E-09	6.48E-09
cr52	52	24	28	2.62E-07	2.62E-07	2.62E-07	2.62E-07	2.62E-07	2.62E-07	2.62E-07	2.62E-07	2.62E-07	2.62E-07	2.62E-07	2.62E-07	2.62E-07	2.62E-07	2.62E-07	2.62E-07	2.62E-07	2.62E-07	2.62E-07	2.62E-07	2.62E-07	2.62E-07	2.61E-07	2.61E-07	2.61E-07	2.61E-07
cr53	53	24	29	2.97E-08	2.97E-08	2.97E-08	2.97E-08	2.97E-08	2.97E-08	2.97E-08	2.97E-08	2.97E-08	2.97E-08	2.97E-08	2.97E-08	2.97E-08	2.97E-08	2.97E-08	2.97E-08	2.97E-08	2.97E-08	2.97E-08	2.97E-08	2.97E-08	2.96E-08	2.96E-08	2.96E-08	2.96E-08	2.96E-08
cr54	54	24	30	7.39E-09	7.39E-09	7.39E-09	7.39E-09	7.39E-09	7.39E-09	7.39E-09	7.39E-09	7.39E-09	7.39E-09	7.39E-09	7.39E-09	7.39E-09	7.39E-09	7.39E-09	7.39E-09	7.39E-09	7.39E-09	7.40E-09	7.41E-09	7.44E-09	7.47E-09	7.52E-09	7.57E-09	7.64E-09	7.71E-09
mn55	55	25	30	2.16E-07	2.16E-07	2.16E-07	2.16E-07	2.16E-07	2.16E-07	2.16E-07	2.16E-07	2.16E-07	2.16E-07	2.16E-07	2.16E-07	2.16E-07	2.16E-07	2.16E-07	2.16E-07	2.16E-07	2.16E-07	2.16E-07	2.16E-07	2.16E-07	2.17E-07	2.17E-07	2.17E-07	2.18E-07	2.18E-07
fe54	54	26	28	1.45E-06	1.45E-06	1.45E-06	1.45E-06	1.45E-06	1.45E-06	1.45E-06	1.45E-06	1.45E-06	1.45E-06	1.45E-06	1.45E-06	1.45E-06	1.45E-06	1.45E-06	1.45E-06	1.45E-06	1.45E-06	1.45E-06	1.45E-06	1.45E-06	1.45E-06	1.45E-06	1.45E-06	1.44E-06	1.44E-06
fe55	55	26	29	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.30E-36
fe56	56	26	30	2.28E-05	2.28E-05	2.28E-05	2.28E-05	2.28E-05	2.28E-05	2.28E-05	2.28E-05	2.28E-05	2.28E-05	2.28E-05	2.28E-05	2.28E-05	2.28E-05	2.28E-05	2.28E-05	2.28E-05	2.28E-05	2.28E-05	2.28E-05	2.28E-05	2.27E-05	2.27E-05	2.27E-05	2.27E-05	2.27E-05
fe57	57	26	31	5.26E-07	5.26E-07	5.26E-07	5.26E-07	5.26E-07	5.26E-07	5.26E-07	5.26E-07	5.26E-07	5.26E-07	5.26E-07	5.26E-07	5.26E-07	5.26E-07	5.26E-07	5.26E-07	5.26E-07	5.26E-07	5.26E-07	5.27E-07	5.28E-07	5.29E-07	5.31E-07	5.34E-07	5.37E-07	5.41E-07
fe58	58	26	32	7.00E-08	7.00E-08	7.00E-08	7.00E-08	7.00E-08	7.00E-08	7.00E-08	7.00E-08	7.00E-08	7.00E-08	7.00E-08	7.00E-08	7.00E-08	7.00E-08	7.00E-08	7.00E-08	7.00E-08	7.00E-08	7.02E-08	7.08E-08	7.16E-08	7.28E-08	7.42E-08	7.60E-08	7.82E-08	8.05E-08
fe59	59	26	33	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00
fe60	60	26	34	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.91E-16	2.93E-13	6.18E-13	9.96E-13	1.43E-12	1.97E-12	2.84E-12	4.16E-12	5.87E-12
co59	59	27	32	5.30E-08	5.30E-08	5.30E-08	5.30E-08	5.30E-08	5.30E-08	5.30E-08	5.30E-08	5.30E-08	5.30E-08	5.30E-08	5.30E-08	5.30E-08	5.30E-08	5.30E-08	5.30E-08	5.30E-08	5.30E-08	5.31E-08	5.32E-08	5.34E-08	5.37E-08	5.41E-08	5.46E-08	5.51E-08	5.57E-08
co60	60	27	33	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	3.84E-22	5.90E-19	1.25E-18	2.01E-18	2.87E-18	3.97E-18	5.72E-18	8.38E-18	1.18E-17
ni58	58	28	30	7.72E-07	7.72E-07	7.72E-07	7.72E-07	7.72E-07	7.72E-07	7.72E-07	7.72E-07	7.72E-07	7.72E-07	7.72E-07	7.72E-07	7.72E-07	7.72E-07	7.72E-07	7.72E-07	7.72E-07	7.72E-07	7.72E-07	7.72E-07	7.71E-07	7.71E-07	7.70E-07	7.69E-07	7.69E-07	7.68E-07
ni59	59	28	31	0.00E+00	1.82E-36	1.62E-33	3.41E-30	2.07E-30	7.66E-31	3.08E-31	1.63E-31	3.03E-31	9.21E-31	2.48E-30	5.81E-28	2.08E-27	7.10E-28	1.04E-27	2.05E-26	1.22E-24	4.96E-13	1.73E-11	3.44E-11	5.93E-11	9.07E-11	1.29E-10	1.84E-10	2.47E-10	2.90E-10
ni60	60	28	32	2.97E-07	2.97E-07	2.97E-07	2.97E-07	2.97E-07	2.97E-07	2.97E-07	2.97E-07	2.97E-07	2.97E-07	2.97E-07	2.97E-07	2.97E-07	2.97E-07	2.97E-07	2.97E-07	2.97E-07	2.97E-07	2.97E-07	2.97E-07	2.97E-07	2.98E-07	2.98E-07	2.98E-07	2.98E-07	2.98E-07
ni61	61	28	33	1.29E-08	1.29E-08	1.29E-08	1.29E-08	1.29E-08	1.29E-08	1.29E-08	1.29E-08	1.29E-08	1.29E-08	1.29E-08	1.29E-08	1.29E-08	1.29E-08	1.29E-08	1.29E-08	1.29E-08	1.29E-08	1.30E-08	1.30E-08	1.31E-08	1.32E-08	1.34E-08	1.36E-08	1.38E-08	1.41E-08
ni62	62	28	34	4.12E-08	4.12E-08	4.12E-08	4.12E-08	4.12E-08	4.12E-08	4.12E-08	4.12E-08	4.12E-08	4.12E-08	4.12E-08	4.12E-08	4.12E-08	4.12E-08	4.12E-08	4.12E-08	4.12E-08	4.12E-08	4.12E-08	4.13E-08	4.14E-08	4.16E-08	4.17E-08	4.20E-08	4.23E-08	4.26E-08
ni63	63	28	35	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	4.20E-22
ni64	64	28	36	1.05E-08	1.05E-08	1.05E-08	1.05E-08	1.05E-08	1.05E-08	1.05E-08	1.05E-08	1.05E-08	1.05E-08	1.05E-08	1.05E-08	1.05E-08	1.05E-08	1.05E-08	1.05E-08	1.05E-08	1.05E-08	1.05E-08	1.06E-08	1.09E-08	1.12E-08	1.16E-08	1.20E-08	1.26E-08	1.31E-08
cu63	63	29	34	8.80E-09	8.80E-09	8.80E-09	8.80E-09	8.80E-09	8.80E-09	8.80E-09	8.80E-09	8.80E-09	8.80E-09	8.80E-09	8.80E-09	8.80E-09	8.80E-09	8.80E-09	8.80E-09	8.80E-09	8.80E-09	8.81E-09	8.84E-09	8.88E-09	8.94E-09	9.02E-09	9.11E-09	9.21E-09	9.32E-09
cu64	64	29	35	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00
cu65	65	29	36	3.92E-09	3.92E-09	3.92E-09	3.92E-09	3.92E-09	3.92E-09	3.92E-09	3.92E-09	3.92E-09	3.92E-09	3.92E-09	3.92E-09	3.92E-09	3.92E-09	3.92E-09	3.92E-09	3.92E-09	3.92E-09	3.95E-09	4.01E-09	4.14E-09	4.32E-09	4.56E-09	4.85E-09	5.18E-09	5.49E-09
zn64	64	30	34	1.48E-08	1.48E-08	1.48E-08	1.48E-08	1.48E-08	1.48E-08	1.48E-08	1.48E-08	1.48E-08	1.48E-08	1.48E-08	1.48E-08	1.48E-08	1.48E-08	1.48E-08	1.48E-08	1.48E-08	1.48E-08	1.48E-08	1.49E-08	1.49E-08	1.49E-08	1.50E-08	1.51E-08	1.51E-08	1.52E-08
zn65	65	30	35	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00
zn66	66	30	36	8.51E-09	8.51E-09	8.51E-09	8.51E-09	8.51E-09	8.51E-09	8.51E-09	8.51E-09	8.51E-09	8.51E-09	8.51E-09	8.51E-09	8.51E-09	8.51E-09	8.51E-09	8.51E-09	8.51E-09	8.51E-09	8.53E-09	8.59E-09	8.69E-09	8.83E-09	9.02E-09	9.26E-09	9.52E-09	9.78E-09
zn67	67	30	37	1.25E-09	1.25E-09	1.25E-09	1.25E-09	1.25E-09	1.25E-09	1.25E-09	1.25E-09	1.25E-09	1.25E-09	1.25E-09	1.25E-09	1.25E-09	1.25E-09	1.25E-09	1.25E-09	1.25E-09	1.25E-09	1.26E-09	1.27E-09	1.29E-09	1.32E-09	1.36E-09	1.42E-09	1.47E-09	1.53E-09
zn68	68	30	38	5.72E-09	5.72E-09	5.72E-09	5.72E-09	5.72E-09	5.72E-09	5.72E-09	5.72E-09	5.72E-09	5.72E-09	5.72E-09	5.72E-09	5.72E-09	5.72E-09	5.72E-09	5.72E-09	5.72E-09	5.72E-09	5.75E-09	5.81E-09	5.94E-09	6.13E-09	6.37E-09	6.68E-09	7.03E-09	7.36E-09
zn69	69	30	39	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00
zn70	70	30	40	1.89E-10	1.89E-10	1.89E-10	1.89E-10	1.89E-10	1.89E-10	1.89E-10	1.89E-10	1.89E-10	1.89E-10	1.89E-10	1.89E-10	1.89E-10	1.89E-10	1.89E-10	1.89E-10	1.89E-10	1.89E-10	1.89E-10	1.90E-10	1.90E-10	1.91E-10	1.92E-10	1.93E-10	1.95E-10	1.96E-10
ga69	69	31	38	5.17E-10	5.17E-10	5.17E-10	5.17E-10	5.17E-10	5.17E-10	5.17E-10	5.17E-10	5.17E-10	5.17E-10	5.17E-10	5.17E-10	5.17E-10	5.17E-10	5.17E-10	5.17E-10	5.17E-10	5.17E-10	5.22E-10	5.34E-10	5.58E-10	5.93E-10	6.38E-10	6.93E-10	7.54E-10	8.12E-10
ga70	70	31	39	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00
ga71	71	31	40	3.43E-10	3.43E-10	3.43E-10	3.43E-10	3.43E-10	3.43E-10	3.43E-10	3.43E-10	3.43E-10	3.43E-10	3.43E-10	3.43E-10	3.43E-10	3.43E-10	3.43E-10	3.43E-10	3.43E-10	3.43E-10	3.48E-10	3.61E-10	3.87E-10	4.25E-10	4.74E-10	5.35E-10	6.04E-10	6.69E-10
ge70	70	32	38	5.67E-10	5.67E-10	5.67E-10	5.67E-10	5.67E-10	5.67E-10	5.67E-10	5.67E-10	5.67E-10	5.67E-10	5.67E-10	5.67E-10	5.67E-10	5.67E-10	5.67E-10	5.67E-10	5.67E-10	5.67E-10	5.75E-10	5.98E-10	6.40E-10	7.04E-10	7.86E-10	8.87E-10	1.00E-09	1.11E-09
ge71	71	32	39	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00
ge72	72	32	40	7.49E-10	7.49E-10	7.49E-10	7.49E-10	7.49E-10	7.49E-10	7.49E-10	7.49E-10	7.49E-10	7.49E-10	7.49E-10	7.49E-10	7.49E-10	7.49E-10	7.49E-10	7.49E-10	7.49E-10	7.49E-10	7.58E-10	7.82E-10	8.27E-10	8.96E-10	9.85E-10	1.10E-09	1.22E-09	1.35E-09
ge73	73	32	41	2.10E-10	2.10E-10	2.10E-10	2.10E-10	2.10E-10	2.10E-10	2.10E-10	2.10E-10	2.10E-10	2.10E-10	2.10E-10	2.10E-10	2.10E-10	2.10E-10	2.10E-10	2.10E-10	2.10E-10	2.10E-10	2.13E-10	2.19E-10	2.32E-10	2.50E-10	2.75E-10	3.06E-10	3.42E-10	3.76E-10
ge74	74	32	42	9.87E-10	9.87E-10	9.87E-10	9.87E-10	9.87E-10	9.87E-10	9.87E-10	9.87E-10	9.87E-10	9.87E-10	9.87E-10	9.87E-10	9.87E-10	9.87E-10	9.87E-10	9.87E-10	9.87E-10	9.87E-10	1.00E-09	1.05E-09	1.14E-09	1.27E-09	1.44E-09	1.66E-09	1.91E-09	2.14E-09
as75	75	33	42	1.43E-10	1.43E-10	1.43E-10	1.43E-10	1.43E-10	1.43E-10	1.43E-10	1.43E-10	1.43E-10	1.43E-10	1.43E-10	1.43E-10	1.43E-10	1.43E-10	1.43E-10	1.43E-10	1.43E-10	1.43E-10	1.44E-10	1.49E-10	1.58E-10	1.72E-10	1.90E-10	2.12E-10	2.38E-10	2.62E-10
se76	76	34	42	1.47E-10	1.47E-10	1.47E-10	1.47E-10	1.47E-10	1.47E-10	1.47E-10	1.47E-10	1.47E-10	1.47E-10	1.47E-10	1.47E-10	1.47E-10	1.47E-10	1.47E-10	1.47E-10	1.47E-10	1.47E-10	1.51E-10	1.61E-10	1.82E-10	2.13E-10	2.53E-10	3.03E-10	3.60E-10	4.14E-10
se77	77	34	43	1.19E-10	1.19E-10	1.19E-10	1.19E-10	1.19E-10	1.19E-10	1.19E-10	1.19E-10	1.19E-10	1.19E-10	1.19E-10	1.19E-10	1.19E-10	1.19E-10	1.19E-10	1.19E-10	1.19E-10	1.19E-10	1.21E-10	1.25E-10	1.34E-10	1.46E-10	1.62E-10	1.82E-10	2.04E-10	2.26E-10
se78	78	34	44	3.72E-10	3.72E-10	3.72E-10	3.72E-10	3.72E-10	3.72E-10	3.72E-10	3.72E-10	3.72E-10	3.72E-10	3.72E-10	3.72E-10	3.72E-10	3.72E-10	3.72E-10	3.72E-10	3.72E-10	3.72E-10	3.84E-10	4.19E-10	4.84E-10	5.81E-10	7.09E-10	8.68E-10	1.05E-09	1.22E-09
se79	79	34	45	0.00E+00	8.08E-36	2.35E-35	5.82E-32	5.72E-32	4.34E-32	3.21E-32	2.34E-32	1.88E-32	2.03E-32	3.11E-32	2.46E-30	9.27E-30	7.10E-30	8.40E-30	7.43E-29	3.65E-27	4.75E-16	1.53E-12	4.34E-12	8.94E-12	1.51E-11	2.30E-11	3.36E-11	4.60E-11	5.73E-11
se80	80	34	46	7.76E-10	7.76E-10	7.76E-10	7.76E-10	7.76E-10	7.76E-10	7.76E-10	7.76E-10	7.76E-10	7.76E-10	7.76E-10	7.76E-10	7.76E-10	7.76E-10	7.76E-10	7.76E-10	7.76E-10	7.76E-10	7.89E-10	8.23E-10	8.84E-10	9.73E-10	1.09E-09	1.23E-09	1.39E-09	1.55E-09
br79	79	35	44	1.26E-10	1.26E-10	1.26E-10	1.26E-10	1.26E-10	1.26E-10	1.26E-10	1.26E-10	1.26E-10	1.26E-10	1.26E-10	1.26E-10	1.26E-10	1.26E-10	1.26E-10	1.26E-10	1.26E-10	1.26E-10	1.26E-10	1.29E-10	1.33E-10	1.40E-10	1.50E-10	1.61E-10	1.75E-10	1.90E-10
br80	80	35	45	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00
br81	81	35	46	1.22E-10	1.22E-10	1.22E-10	1.22E-10	1.22E-10	1.22E-10	1.22E-10	1.22E-10	1.22E-10	1.22E-10	1.22E-10	1.22E-10	1.22E-10	1.22E-10	1.22E-10	1.22E-10	1.22E-10	1.22E-10	1.25E-10	1.32E-10	1.46E-10	1.67E-10	1.94E-10	2.28E-10	2.67E-10	3.05E-10
kr80	80	36	44	2.96E-11	2.96E-11	2.96E-11	2.96E-11	2.96E-11	2.96E-11	2.96E-11	2.96E-11	2.96E-11	2.96E-11	2.96E-11	2.96E-11	2.96E-11	2.96E-11	2.96E-11	2.96E-11	2.96E-11	2.96E-11	2.99E-11	3.23E-11	3.81E-11	4.76E-11	6.03E-11	7.54E-11	9.15E-11	1.06E-10
kr81	81	36	45	0.00E+00	1.80E-35	2.78E-35	4.72E-32	4.84E-32	3.51E-32	2.39E-32	1.59E-32	1.18E-32	1.24E-32	1.94E-32	1.47E-30	5.47E-30	3.87E-30	4.57E-30	4.43E-29	2.16E-27	5.33E-16	9.88E-14	7.66E-13	2.39E-12	4.93E-12	8.24E-12	1.22E-11	1.62E-11	1.92E-11
kr82	82	36	46	1.48E-10	1.48E-10	1.48E-10	1.48E-10	1.48E-10	1.48E-10	1.48E-10	1.48E-10	1.48E-10	1.48E-10	1.48E-10	1.48E-10	1.48E-10	1.48E-10	1.48E-10	1.48E-10	1.48E-10	1.48E-10	1.57E-10	1.83E-10	2.33E-10	3.07E-10	4.05E-10	5.29E-10	6.68E-10	8.02E-10
kr83	83	36	47	1.47E-10	1.47E-10	1.47E-10	1.47E-10	1.47E-10	1.47E-10	1.47E-10	1.47E-10	1.47E-10	1.47E-10	1.47E-10	1.47E-10	1.47E-10	1.47E-10	1.47E-10	1.47E-10	1.47E-10	1.47E-10	1.49E-10	1.56E-10	1.70E-10	1.91E-10	2.19E-10	2.55E-10	2.98E-10	3.39E-10
kr84	84	36	48	7.24E-10	7.24E-10	7.24E-10	7.24E-10	7.24E-10	7.24E-10	7.24E-10	7.24E-10	7.24E-10	7.24E-10	7.24E-10	7.24E-10	7.24E-10	7.24E-10	7.24E-10	7.24E-10	7.24E-10	7.24E-10	7.43E-10	7.93E-10	8.92E-10	1.03E-09	1.22E-09	1.46E-09	1.73E-09	1.99E-09
kr-5	85	36	49	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	2.50E-28
kr*5	85	36	49	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00
kr86	86	36	50	2.19E-10	2.19E-10	2.19E-10	2.19E-10	2.19E-10	2.19E-10	2.19E-10	2.19E-10	2.19E-10	2.19E-10	2.19E-10	2.19E-10	2.19E-10	2.19E-10	2.19E-10	2.19E-10	2.19E-10	2.19E-10	2.24E-10	2.35E-10	2.57E-10	2.88E-10	3.27E-10	3.75E-10	4.31E-10	4.86E-10
rb85	85	37	48	1.16E-10	1.16E-10	1.16E-10	1.16E-10	1.16E-10	1.16E-10	1.16E-10	1.16E-10	1.16E-10	1.16E-10	1.16E-10	1.16E-10	1.16E-10	1.16E-10	1.16E-10	1.16E-10	1.16E-10	1.16E-10	1.20E-10	1.28E-10	1.43E-10	1.66E-10	1.95E-10	2.34E-10	2.78E-10	3.23E-10
rb86	86	37	49	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00
rb87	87	37	50	5.10E-11	5.01E-11	5.01E-11	5.01E-11	5.01E-11	5.01E-11	5.01E-11	5.01E-11	5.01E-11	5.01E-11	5.01E-11	5.01E-11	5.01E-11	5.01E-11	5.01E-11	5.01E-11	5.01E-11	5.01E-11	5.03E-11	5.09E-11	5.17E-11	5.30E-11	5.48E-11	5.74E-11	6.09E-11	6.49E-11
sr86	86	38	48	5.36E-11	5.36E-11	5.36E-11	5.36E-11	5.36E-11	5.36E-11	5.36E-11	5.36E-11	5.36E-11	5.36E-11	5.36E-11	5.36E-11	5.36E-11	5.36E-11	5.36E-11	5.36E-11	5.36E-11	5.36E-11	6.07E-11	8.14E-11	1.22E-10	1.81E-10	2.57E-10	3.53E-10	4.60E-10	5.64E-10
